cluster,keyword,volume,kd,cpc_usd,traffic_potential,intent_bucket,ahrefs_intents,serp_features,growth_12mo,opportunity,parent_keyword
Dessert / cake / bakery / cafe,cupcakes singapore halal,50,14,0.10,5000,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local",Local pack,0.0,296.7,butter studio
Dessert / cake / bakery / cafe,ice cream halal,50,0,0.25,200,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,People also ask,Discussions,Video preview",0.0,204.1,halal ice cream singapore
Food delivery / online order,halal food delivery,450,0,0.50,200,Transactional/Local,"Commercial,Transactional,Non-branded,Local","Local pack,Discussions",-3.53,266.3,halal food delivery
Food delivery / online order,halal food delivery singapore,250,0,0.45,300,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","AI Overview,Thumbnail,Local pack,People also ask",-3.09,241.5,halal food delivery
Food delivery / online order,halal delivery,150,0,0.50,800,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Local pack,People also ask",0.0,261.3,halal food near me
Food delivery / online order,halal delivery singapore,150,0,0.50,300,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Local pack,Discussions",0.0,220.4,halal food delivery
Food delivery / online order,halal hamper delivery singapore,150,0,1.50,300,Transactional/Local,"Commercial,Transactional,Non-branded,Local","Top ads,Paid sitelinks,Local pack,Bottom ads",0.0,220.4,halal hamper delivery singapore
Food delivery / online order,halal satay delivery,100,15,0.10,900,Transactional/Local,"Commercial,Transactional,Non-branded,Local","Thumbnail,Local pack,Discussions",0.0,230.0,satay
Food delivery / online order,halal snacks delivery singapore,100,1,0.50,3000,Transactional/Local,"Commercial,Transactional,Non-branded,Local","Local pack,People also ask",0.0,315.0,kopi and tarts
Food delivery / online order,halal tea break delivery singapore,100,1,0.30,3000,Transactional/Local,"Commercial,Transactional,Non-branded,Local",,0.0,315.0,kopi and tarts
Food delivery / online order,halal tingkat delivery,100,1,0.30,500,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Bottom ads,Paid sitelinks,Knowledge panel",0.0,239.3,tingkat delivery
Food delivery / online order,halal meat delivery,100,48,0.35,150,Transactional/Local,"Commercial,Transactional,Non-branded,Local",,0.0,115.1,halal beef singapore
Food delivery / online order,halal lunch delivery singapore,100,0,0.45,0,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local",,0.0,204.1,
Food delivery / online order,halal pastries delivery singapore,80,59,0.40,1200,Transactional/Local,"Commercial,Transactional,Non-branded,Local","Local pack,Thumbnail",0.0,129.1,happy oven
Food delivery / online order,halal tingkat delivery singapore,70,2,0.30,1000,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Knowledge panel,Discussions",0.0,265.8,tingkat delivery
Food delivery / online order,halal grocery delivery,60,0,0.25,0,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local",,0.0,184.5,
Food delivery / online order,halal curry puff delivery singapore,60,0,0.35,0,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local",,0.0,184.5,
Food delivery / online order,best halal food delivery,60,0,0.45,0,Transactional/Local,,,0.0,184.5,
Food delivery / online order,food delivery halal singapore,60,0,0.00,0,Transactional/Local,,,0.0,184.5,
Food delivery / online order,halal hamper delivery,50,0,0.00,0,Transactional/Local,,,0.0,177.8,
Groceries / snacks / products / meat,halal snacks,450,0,0.25,150,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","AI Overview,Thumbnail,Discussions,Image pack",10.53,266.3,halal snacks
Groceries / snacks / products / meat,halal snacks singapore,400,0,0.45,150,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Local pack,Discussions",7.44,261.3,halal snacks
Groceries / snacks / products / meat,halal frozen food supplier singapore,200,17,0.25,60,Commercial,"Informational,Commercial,Non-branded,Local",Local pack,0.0,196.3,halal frozen food supplier singapore
Groceries / snacks / products / meat,halal snack pack,200,0,0.35,30,Transactional/Local,"Commercial,Transactional,Non-branded,Non-local","People also ask,Discussions,Video preview,Knowledge panel",0.0,232.2,halal snack pack
Groceries / snacks / products / meat,halal butchery,100,49,0.15,800,Transactional/Local,"Commercial,Transactional,Non-branded,Local","Local pack,People also ask,Sitelinks",0.0,144.9,meatery
Groceries / snacks / products / meat,halal butcher singapore,100,38,0.15,800,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Local pack,Thumbnail",0.0,171.0,meatery
Groceries / snacks / products / meat,halal beef,100,48,0.15,90,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Sitelinks,Local pack,People also ask",0.0,115.1,halal meat singapore
Groceries / snacks / products / meat,halal frozen food singapore,100,42,0.40,150,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Local pack,Sitelinks",0.0,126.2,halal frozen food supplier singapore
Groceries / snacks / products / meat,halal supermarket singapore,90,17,0.15,30,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Video preview,Knowledge panel,People also ask",0.0,169.1,halal supermarket singapore
Groceries / snacks / products / meat,halal grocery,90,0,0.25,0,Other,,,0.0,200.0,
Groceries / snacks / products / meat,halal supermarket,90,0,0.00,0,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local",,0.0,200.0,
Groceries / snacks / products / meat,halal frozen,80,48,0.20,500,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Local pack,Sitelinks,Shopping,Thumbnail",0.0,136.1,toko warisan
Groceries / snacks / products / meat,halal beef singapore,80,52,0.15,100,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Local pack,Sitelinks,Discussions",0.0,103.0,halal beef
Groceries / snacks / products / meat,halal butchery singapore,70,33,0.15,800,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Local pack,Thumbnail,Sitelinks,Discussions",0.0,182.9,meatery
Groceries / snacks / products / meat,halal grocery store,70,0,0.00,0,Other,,,0.0,190.3,
Groceries / snacks / products / meat,halal food grocery,70,0,0.00,0,Other,,,0.0,190.3,
Groceries / snacks / products / meat,halal snack,60,0,0.35,3000,Commercial,"Informational,Commercial,Non-branded,Non-local","Sitelinks,People also ask",0.0,317.9,kopi and tarts
Groceries / snacks / products / meat,halal meat suppliers,60,0,0.00,0,Other,,,0.0,184.5,
Groceries / snacks / products / meat,halal snack pack singapore,60,0,0.35,30,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Video preview,Knowledge panel",0.0,184.5,halal snack pack singapore
Groceries / snacks / products / meat,frozen halal,60,0,0.15,0,Transactional/Local,"Commercial,Transactional,Non-branded,Non-local",,0.0,184.5,
Groceries / snacks / products / meat,halal frozen food,60,30,0.35,800,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Non-local","Sitelinks,Local pack",0.0,190.0,suzyameer
Groceries / snacks / products / meat,halal cny snacks,60,0,0.00,0,Other,,,0.0,184.5,
Groceries / snacks / products / meat,halal beef jerky,60,0,0.06,0,Other,,,0.0,184.5,
Groceries / snacks / products / meat,halal beef noodle,60,0,1.60,10,Informational,"Informational,Non-branded,Non-local","Local pack,Video preview",0.0,184.5,halal beef noodle
Groceries / snacks / products / meat,tongue tip lanzhou beef noodles halal,50,0,0.00,1000,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,People also ask,Image pack,Discussions",0.0,270.8,tongue tip lanzhou beef noodles
Groceries / snacks / products / meat,halal beef meat,50,0,0.00,0,Other,,,0.0,177.8,
Groceries / snacks / products / meat,halal frozen meat,50,0,0.20,0,Transactional/Local,"Commercial,Transactional,Non-branded,Non-local",,0.0,177.8,
Groceries / snacks / products / meat,halal meat frozen,50,0,0.00,0,Other,,,0.0,177.8,
Halal certification / MUIS,kintamani restaurant (halal-certified),500,0,0.00,0,Other,,,97.65,270.8,
Halal certification / MUIS,kintamani restaurant (halal-certified) menu,450,0,0.00,0,Other,,,121.8,266.3,
Halal certification / MUIS,halal logo,450,0,0.10,80,Informational,"Informational,Non-branded,Non-local","Image pack,People also ask",2.1,266.3,singapore halal logo
Halal certification / MUIS,halal certified,350,1,0.35,600,Informational,"Informational,Non-branded,Non-local","AI Overview,Thumbnail,Sitelinks,People also ask,Image pack",4.35,253.3,halal
Halal certification / MUIS,kintamani restaurant (halal-certified) reviews,350,0,0.00,0,Other,,,101.9,255.6,
Halal certification / MUIS,muis halal,300,6,0.20,2800,Informational,"Informational,Non-branded,Non-local",,-9.09,297.7,halal food singapore
Halal certification / MUIS,halal logo singapore,200,1,0.30,100,Informational,"Informational,Branded,Non-local","Image pack,People also ask",0.0,230.1,singapore halal logo
Halal certification / MUIS,kintamani restaurant (halal-certified) photos,200,0,0.00,0,Other,,,0.0,232.2,
Halal certification / MUIS,jakim halal,150,22,0.00,100,Informational,"Informational,Branded,Non-local","People also ask,Knowledge panel",0.0,176.3,jakim halal
Halal certification / MUIS,halal certified bakery singapore,150,45,0.20,6400,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local",Local pack,0.0,207.2,swee heng bakery
Halal certification / MUIS,halal certified bakery,150,57,0.45,7200,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local",Local pack,0.0,171.4,polar cake
Halal certification / MUIS,halal certification,150,0,0.35,1300,Commercial,"Informational,Commercial,Non-branded,Non-local","Sitelinks,People also ask,Image pack,Local pack",0.0,282.0,halal
Halal certification / MUIS,halal certified restaurants,100,35,0.30,2900,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Sitelinks,People also ask,Discussions",0.0,215.8,halal food singapore
Halal certification / MUIS,wong fu fu (halal certifed) reviews,100,0,0.00,0,Other,,,0.0,204.1,
Halal certification / MUIS,singapore halal logo,100,0,0.00,80,Informational,"Informational,Branded,Non-local","Image pack,People also ask",0.0,204.1,halal logo
Halal certification / MUIS,halal certified restaurants singapore,100,20,0.20,1200,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Sitelinks",0.0,227.9,halal places to eat singapore
Halal certification / MUIS,wong fu fu (halal certifed),100,0,0.00,0,Other,,,0.0,204.1,
Halal certification / MUIS,china halal logo,100,0,0.00,0,Other,,,0.0,204.1,
Halal certification / MUIS,halal jakim,100,23,0.00,100,Commercial,"Informational,Commercial,Branded,Non-local",,0.0,161.5,jakim halal
Halal certification / MUIS,halal muis,90,0,0.60,0,Informational,"Informational,Branded,Local",,0.0,200.0,
Halal certification / MUIS,muis halal logo,80,4,0.00,80,Informational,"Informational,Branded,Non-local","Image pack,People also ask,Sitelinks",0.0,188.3,halal logo
Halal certification / MUIS,halal logo png,80,0,0.00,0,Transactional/Local,"Informational,Transactional,Non-branded,Non-local",,0.0,195.4,
Halal certification / MUIS,muis halal list,80,10,1.40,3400,Informational,"Informational,Branded,Non-local",People also ask,0.0,293.9,halal food singapore
Halal certification / MUIS,what does halal certified mean,80,0,0.00,0,Informational,,,0.0,195.4,
Halal certification / MUIS,muis halal establishment,80,0,0.00,0,Other,,,0.0,195.4,
Halal certification / MUIS,what does it mean to be halal certified,70,0,0.00,0,Informational,,,0.0,190.3,
Halal certification / MUIS,halal certified cake singapore,70,0,0.30,0,Other,,,0.0,190.3,
Halal certification / MUIS,what does halal certified food mean,70,0,0.00,0,Informational,,,0.0,190.3,
Halal certification / MUIS,indonesia halal certification,70,0,0.90,0,Other,,,0.0,190.3,
Halal certification / MUIS,halal certified cakes singapore,70,0,0.30,0,Other,,,0.0,190.3,
Halal certification / MUIS,halal certified cakes,70,39,0.20,1400,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Local pack,Discussions",0.0,184.0,halal cake
Halal certification / MUIS,halal certification indonesia,60,0,0.90,0,Other,,,0.0,184.5,
Halal certification / MUIS,halal certified cake shop singapore,60,52,0.20,6600,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Local pack,People also ask",0.0,185.6,swee heng bakery
Halal certification / MUIS,halal certification singapore,60,0,0.45,0,Informational,"Informational,Non-branded,Non-local",,0.0,184.5,
Halal certification / MUIS,taiwan culture terminal 2 | halal-certified menu,60,0,0.00,0,Other,,,0.0,184.5,
Halal certification / MUIS,malaysia halal logo,60,0,0.00,20,Informational,"Informational,Branded,Non-local","Image pack,People also ask,Thumbnail",0.0,184.5,malaysia halal logo
Halal certification / MUIS,halal certified restaurants singapore halal,50,0,0.00,0,Other,,,0.0,177.8,
Halal certification / MUIS,halal cert,50,2,0.30,3100,Commercial,"Informational,Commercial,Non-branded,Non-local","Knowledge panel,People also ask,Image pack,Sitelinks",0.0,313.5,halal restaurant singapore
Halal certification / MUIS,tim hortons singapore halal muis,50,0,0.00,0,Other,,,0.0,177.8,
Halal certification / MUIS,halal certified restaurants halal,50,0,0.00,0,Other,,,0.0,177.8,
Halal certification / MUIS,halal logo in china,50,0,0.00,0,Other,,,0.0,177.8,
Halal certification / MUIS,eden | chinese garden | halal-certified photos,50,0,0.00,0,Other,,,0.0,177.8,
Halal certification / MUIS,haccp certification is halal,50,0,0.25,20,Informational,"Informational,Non-branded,Non-local","AI Overview,Thumbnail,People also ask,Sitelinks,Discussions",0.0,177.8,haccp certification is halal
Halal certification / MUIS,swee heng halal certified,50,0,0.00,0,Other,,,0.0,177.8,
Halal certification / MUIS,halal certificate,50,0,0.30,0,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Non-local",,0.0,177.8,
Halal certification / MUIS,indonesia halal logo,50,2,0.00,10,Informational,"Informational,Branded,Non-local","Image pack,People also ask",0.0,174.6,indonesia halal logo
Halal certification / MUIS,halal certified catering,50,0,0.00,0,Transactional/Local,,,0.0,177.8,
Halal certification / MUIS,halal certified cake,50,37,0.20,500,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Non-local",Local pack,0.0,160.3,halal cake
Halal food near me / general local,halal food near me,15000,5,0.40,3800,Transactional/Local,"Informational,Commercial,Non-branded,Local","Local pack,Thumbnail,Video preview",11.67,398.7,halal food near me
Halal food near me / general local,halal restaurant singapore,3300,24,0.10,6000,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Sitelinks,Video preview",5.5,275.2,halal food singapore
Halal food near me / general local,halal food singapore,1800,27,0.25,6900,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Sitelinks,Discussions,People also ask,Video preview",3.13,267.0,halal food singapore
Halal food near me / general local,halal restaurants,1300,32,0.15,2900,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Video preview",4.84,224.4,halal food near me
Halal food near me / general local,halal restaurants singapore,1300,24,0.10,5900,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Thumbnail,Sitelinks,Discussions,Video preview",5.26,271.4,halal food singapore
Halal food near me / general local,halal restaurant near me,1100,20,0.30,2000,Transactional/Local,"Informational,Commercial,Non-branded,Local","Local pack,Video preview",9.15,249.2,halal food near me
Halal food near me / general local,halal restaurant,1000,22,0.15,1600,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Video preview",4.78,240.3,halal food near me
Halal food near me / general local,best halal restaurants singapore,1000,10,0.10,5900,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Sitelinks,Discussions,Video preview",10.23,315.6,halal food singapore
Halal food near me / general local,halal fine dining singapore,700,6,0.35,800,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Sitelinks,Thumbnail,Video preview",4.88,269.6,halal fine dining singapore
Halal food near me / general local,halal restaurants near me,600,16,0.30,900,Transactional/Local,"Informational,Commercial,Non-branded,Local","Local pack,People also ask,Video preview",8.74,238.0,halal restaurant singapore
Halal food near me / general local,halal food nearby,500,10,0.60,1500,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Thumbnail,Video preview",10.72,261.9,halal restaurant near me
Halal food near me / general local,halal restaurants in singapore,450,12,0.10,4600,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Sitelinks,People also ask",4.54,299.7,halal cafe singapore
Halal food near me / general local,new halal restaurants singapore,400,5,0.20,500,Commercial,"Informational,Commercial,Non-branded,Local",,6.05,249.4,halal restaurant singapore
Halal food near me / general local,halal near me,400,26,0.20,1500,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local",Local pack,9.54,220.0,halal
Halal food near me / general local,halal fine dining,350,9,0.10,700,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Sitelinks",7.18,234.7,halal fine dining singapore
Halal food near me / general local,list of halal restaurants in singapore,350,16,0.07,1000,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Sitelinks",-0.67,231.4,halal food
Halal food near me / general local,halal western food near me,300,8,0.25,30,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Local pack,People also ask,Videos",10.44,231.0,halal western food
Halal food near me / general local,best halal restaurants in singapore,300,6,0.10,6300,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Discussions",6.65,330.9,halal food singapore
Halal food near me / general local,halal places to eat singapore,300,7,0.20,6800,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Sitelinks,Discussions",13.06,330.8,halal food singapore
Halal food near me / general local,food near me halal,300,16,0.25,2300,Transactional/Local,"Informational,Commercial,Non-branded,Local",Local pack,13.56,261.9,halal food near me
Halal food near me / general local,halal food singapore near me,250,24,0.25,6600,Transactional/Local,"Informational,Commercial,Non-branded,Local","Local pack,Discussions",19.29,275.2,halal food singapore
Halal food near me / general local,halal food near me within 400m,250,0,0.00,0,Transactional/Local,,,-29.4,241.5,
Halal food near me / general local,halal food near me open now,250,16,0.35,2700,Transactional/Local,"Informational,Transactional,Non-branded,Local","Local pack,People also ask,Sitelinks",15.22,267.8,halal food near me
Halal food near me / general local,halal places to eat in singapore,250,2,0.20,1000,Commercial,"Informational,Commercial,Non-branded,Local",Local pack,2.92,265.8,halal food
Halal food near me / general local,halal restaurant in singapore,200,19,0.07,6900,Informational,"Informational,Non-branded,Local","Local pack,Sitelinks,Thumbnail",0.0,292.8,halal food singapore
Halal food near me / general local,halal places to eat,200,9,0.25,6500,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,People also ask",0.0,322.6,halal food singapore
Halal food near me / general local,best halal restaurants,200,6,0.15,6500,Commercial,"Informational,Commercial,Non-branded,Local",Local pack,0.0,332.2,halal food singapore
Halal food near me / general local,best halal food singapore,200,1,0.15,5800,Commercial,"Informational,Commercial,Non-branded,Local",Local pack,0.0,343.2,halal food singapore
Halal food near me / general local,best halal restaurant singapore,200,12,0.10,4200,Commercial,"Informational,Commercial,Non-branded,Local",Local pack,0.0,296.2,halal cafe singapore
Halal food near me / general local,nice halal restaurants singapore,200,9,0.15,6400,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Sitelinks,Discussions",0.0,322.0,halal food singapore
Halal food near me / general local,good halal restaurants singapore,200,12,0.08,6000,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Sitelinks,People also ask",0.0,309.9,halal food singapore
Halal food near me / general local,top halal restaurants singapore,150,18,0.15,6500,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Sitelinks",0.0,293.8,halal food singapore
Halal food near me / general local,best halal food near me,150,1,0.30,3800,Transactional/Local,"Informational,Commercial,Non-branded,Local","Local pack,People also ask,Sitelinks,Discussions",0.0,325.1,halal food near me
Halal food near me / general local,best halal restaurant,150,10,0.09,6800,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Discussions",0.0,321.2,halal food singapore
Halal food near me / general local,singapore halal restaurant,150,24,0.15,3500,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Sitelinks",0.0,253.7,halal cafe singapore
Halal food near me / general local,good halal food singapore,150,9,0.07,5400,Commercial,"Informational,Commercial,Non-branded,Local",Local pack,0.0,315.2,halal cafe singapore
Halal food near me / general local,late night halal food singapore,100,0,0.15,1100,Informational,"Informational,Non-branded,Local","Local pack,Sitelinks,People also ask",0.0,274.8,halal food near me
Halal food near me / general local,halal places to eat near me,100,15,0.15,5900,Transactional/Local,"Informational,Commercial,Non-branded,Local","Local pack,People also ask",0.0,299.8,halal food singapore
Halal food near me / general local,chinese halal restaurant,100,16,0.00,600,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Sitelinks",0.0,212.9,halal chinese food singapore
Halal food near me / general local,halal eateries near me,100,12,0.20,350,Transactional/Local,"Informational,Commercial,Non-branded,Local","Local pack,People also ask,Thumbnail,Sitelinks",0.0,202.0,halal western restaurant singapore
Halal food near me / general local,halal eateries,100,22,0.25,3500,Commercial,"Informational,Commercial,Non-branded,Local",Local pack,0.0,259.6,halal food singapore
Halal food near me / general local,halal seafood near me,100,17,0.20,600,Transactional/Local,"Informational,Commercial,Non-branded,Local","Local pack,People also ask,Sitelinks",0.0,210.6,seafood boil singapore
Halal food near me / general local,nearest halal food near me,90,19,0.40,1500,Transactional/Local,"Informational,Commercial,Non-branded,Local","Local pack,People also ask",0.0,238.3,halal food near me
Halal food near me / general local,good halal restaurants in singapore,90,0,0.15,0,Commercial,"Informational,Commercial,Non-branded,Local",,0.0,200.0,
Halal food near me / general local,24 hour halal food singapore,80,0,0.25,200,Informational,"Informational,Non-branded,Local","Local pack,Sitelinks,Video preview,Discussions",0.0,204.1,indian muslim food near me
Halal food near me / general local,nice halal food singapore,80,10,0.04,4300,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Sitelinks",0.0,303.1,halal cafe singapore
Halal food near me / general local,24 hours halal food near me,80,0,0.00,30,Transactional/Local,"Informational,Commercial,Non-branded,Local","Local pack,Sitelinks,Discussions,Video preview",0.0,195.4,24 hours halal food
Halal food near me / general local,halal thai food near me,80,19,0.25,10,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Local pack,People also ask,Sitelinks",0.0,161.7,halal thai restaurant near me
Halal food near me / general local,makanan halal terdekat,70,0,0.00,30,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,People also ask",0.0,190.3,makanan halal terdekat
Halal food near me / general local,halal makan place near me,70,12,0.15,3700,Transactional/Local,"Informational,Commercial,Branded,Local","Local pack,Sitelinks,People also ask,Discussions",0.0,291.3,halal food near me
Halal food near me / general local,best halal restaurant in singapore,70,17,0.07,5900,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Sitelinks,Bottom ads,Paid sitelinks",0.0,293.5,halal food singapore
Halal food near me / general local,halal food near me within 800m,70,0,0.00,0,Transactional/Local,,,0.0,190.3,
Halal food near me / general local,fine dining halal singapore,70,20,0.15,300,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Sitelinks",0.0,180.3,halal fine dining singapore
Halal food near me / general local,halal chinese food near me,70,12,0.45,600,Transactional/Local,"Informational,Commercial,Non-branded,Local","Local pack,People also ask",0.0,222.0,halal chinese restaurant singapore
Halal food near me / general local,cheap halal food singapore,70,12,0.08,3700,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Discussions",0.0,291.3,halal food near me
Halal food near me / general local,24hrs halal food near me,70,0,0.00,250,Transactional/Local,"Informational,Commercial,Non-branded,Local","Local pack,Thumbnail,Sitelinks,People also ask,Video preview,Discussions",0.0,213.0,halal food near me open now
Halal food near me / general local,chinese halal restaurant singapore,60,17,0.08,600,Informational,"Informational,Non-branded,Local",Local pack,0.0,210.6,halal chinese food singapore
Halal food near me / general local,halal restaurants sg,60,0,0.07,4900,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Sitelinks",0.0,339.1,halal restaurant singapore
Halal food near me / general local,cheap halal food near me,60,8,0.45,60,Transactional/Local,"Informational,Commercial,Non-branded,Local","Local pack,People also ask,Sitelinks",0.0,171.1,cheap halal food near me
Halal food near me / general local,24hr halal food near me,60,0,0.00,0,Transactional/Local,,,0.0,184.5,
Halal food near me / general local,good halal food near me,60,12,0.35,300,Transactional/Local,"Informational,Commercial,Non-branded,Local","Local pack,People also ask,Discussions",0.0,196.4,halal fine dining singapore
Halal food near me / general local,halal restaurant sg,60,16,0.10,6500,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Sitelinks",0.0,300.2,halal food singapore
Halal food near me / general local,where to eat halal,60,16,0.03,5900,Commercial,"Informational,Commercial,Non-branded,Local",Local pack,0.0,296.6,halal food singapore
Halal food near me / general local,cdc voucher halal restaurant,60,0,0.00,0,Other,,,0.0,184.5,
Halal food near me / general local,nice halal food near me,60,22,0.00,400,Transactional/Local,"Informational,Non-branded,Local","Local pack,People also ask,Sitelinks",0.0,185.8,halal restaurants singapore
Halal food near me / general local,food halal near me,60,12,0.35,1500,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Local pack,People also ask,Discussions",0.0,256.7,halal food near me
Halal food near me / general local,new halal food singapore,60,5,0.15,2700,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Sitelinks",0.0,299.1,halal food near me
Halal food near me / general local,where to eat halal singapore,50,0,0.00,0,Other,,,0.0,177.8,
Halal food near me / general local,24 hour halal food near me,50,0,0.00,50,Transactional/Local,"Informational,Non-branded,Local","Local pack,Sitelinks,People also ask,Video preview",0.0,177.8,24 hours halal food near me
Halal food near me / general local,fancy halal restaurants singapore,50,10,0.20,350,Commercial,"Informational,Commercial,Non-branded,Local",Local pack,0.0,206.1,halal fine dining singapore
Halal food near me / general local,best halal restaurants in singapore halal,50,0,0.00,0,Commercial,,,0.0,177.8,
Halal food near me / general local,good halal restaurants singapore halal,50,0,0.00,0,Other,,,0.0,177.8,
Halal food near me / general local,best halal restaurants singapore halal,50,0,0.00,0,Commercial,,,0.0,177.8,
Halal food near me / general local,new halal restaurant singapore,50,12,0.15,0,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,People also ask",0.0,158.4,new halal restaurant
Halal food near me / general local,halal restaurants near me halal,50,0,0.00,0,Transactional/Local,,,0.0,177.8,
Halal food near me / general local,top halal restaurants in singapore,50,19,0.08,1500,Commercial,"Informational,Commercial,Non-branded,Local",Local pack,0.0,238.3,halal food near me
Halal food near me / general local,list of halal restaurants in singapore halal,50,0,0.00,0,Other,,,0.0,177.8,
Halal food near me / general local,singapore halal restaurant halal,50,0,0.00,0,Other,,,0.0,177.8,
Halal food near me / general local,fine dining halal,50,13,0.25,1100,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Sitelinks,Video preview,People also ask",0.0,242.3,fiz
Halal food near me / general local,top halal restaurants singapore halal,50,0,0.00,0,Commercial,,,0.0,177.8,
Halal food near me / general local,vegetarian halal restaurant singapore,50,0,0.25,1600,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Sitelinks",0.0,290.8,saute
Halal food near me / general local,best halal food singapore halal,50,0,0.00,0,Commercial,,,0.0,177.8,
Halal food near me / general local,new halal restaurants singapore halal,50,0,0.00,0,Other,,,0.0,177.8,
Halal food near me / general local,halal indian food near me,50,19,0.00,500,Transactional/Local,"Informational,Commercial,Non-branded,Local","Local pack,Sitelinks",0.0,199.8,copper chimney
Halal food near me / general local,halal food nearby halal,50,0,0.00,0,Other,,,0.0,177.8,
Halal food near me / general local,indian halal restaurant singapore,50,26,0.10,600,Commercial,"Informational,Commercial,Non-branded,Local","Knowledge panel,Discussions",0.0,190.2,copper chimney singapore
Halal food near me / general local,halal fine dining singapore with a view,50,9,0.25,4900,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Sitelinks,People also ask",0.0,311.3,halal restaurant singapore
Halal food near me / general local,wai kee halal restaurant,50,0,0.00,0,Other,,,0.0,177.8,
Halal food near me / general local,halal restaurant halal,50,0,0.00,0,Other,,,0.0,177.8,
Halal food near me / general local,good halal restaurants,50,0,0.05,6300,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,People also ask",0.0,350.0,halal food singapore
Halal food near me / general local,affordable halal food singapore,50,0,0.00,0,Other,,,0.0,177.8,
Hari Raya / Aidilfitri / Aidiladha,halal hari raya buffet catering,100,0,0.00,0,Transactional/Local,,,0.0,204.1,
Hari Raya / Aidilfitri / Aidiladha,eid halal korean food,70,0,0.00,0,Other,,,0.0,190.3,
